school,village,grade,no,stage,hear talk,gender,number of owls seen,what owls eat,home,where build nest,attitude to owls,like nesting in roof,how many different types of owls have you seen near your home?,afraid of owls,what did when last saw owl,what do if owl lands on the roof ,would put nest box in yard,what do you associate owls with?,what do you believe is going to happen if  an owl lands on the roof of your home?,"what problem, if any, do rats and mice cause for you and your family?","what problem, if any, do rats and mice cause for you and your family? 2",what do you associate owls with?,what do you associate owls with?,what do you associate owls with?,what do you associate owls with?,what do you associate owls with?,what do you associate owls with?,what do you associate owls with?,what do you associate owls with?,what do you believe is going to happen if an owl lands on the roof of your home?,what do you believe is going to happen if an owl lands on the roof of your home?,what do you believe is going to happen if an owl lands on the roof of your home?,what do you believe is going to happen if an owl lands on the roof of your home?,what do you believe is going to happen if an owl lands on the roof of your home?,what do you believe is going to happen if an owl lands on the roof of your home?,what do you believe is going to happen if an owl lands on the roof of your home?,"what problems, if any, do rats and mice cause for you and your family?","what problems, if any, do rats and mice cause for you and your family?","what problems, if any, do rats and mice cause for you and your family?","what problems, if any, do rats and mice cause for you and your family?","what problems, if any, do rats and mice cause for you and your family?","what problems, if any, do rats and mice cause for you and your family?"
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,6,2 post,yes,female,three,rats and mice,no,in a cavity in a tree,2 - no feeling,no,two,2 - very afraid,2 - run away,3 - chase the owl away,no,"witchcraft, evil spirit",I believe it want to eat the mice and rats,"eat cloth, food, furniture",,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,7,2 post,yes,female,three,rats and mice,no,in the branches of a tree,2 - no feeling,no,two,2 - very afraid,1 - nothing,2 - run away,no,"witchcraft, satan, evil, it is very scary",bad luck,"eat our cloth, food, break thing, like plastic",,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,8,2 post,yes,female,four,rats and mice,yes,in the roof of a house,3 - like,yes,four,2 - very afraid,1 - nothing,1 - nothing,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,9,2 post,yes,male,four,rats and mice,no,in the branches of a tree,3 - like,no,two,2 - very afraid,1 - nothing,3 - chase the owl away,yes,help people to kill the rats and the owls is like witch,witch,"eat cloth, and bore hole in your house",,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,10,2 post,yes,female,three,rats and mice,no,in the roof of a house,2 - no feeling,no,four,1 - not afraid,1 - nothing,3 - chase the owl away,no,with a witch and owl is type of devil,"eat a chicen’s babies, poses me","eat our food, clothes, home, vegetatbles",,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,11,2 post,yes,female,three,rats and mice,no,in the roof of a house,2 - no feeling,no,four,2 - very afraid,2 - run away,2 - run away,yes,catch mice,someone is going to die,"eat food, clothes, drink water",,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,12,2 post,yes,female,one,rats and mice,no,in the branches of a tree,1 - not like,no,none,2 - very afraid,3 - try and kill the owl,3 - chase the owl away,no,"I think that is evil, satan, big eyes",I think that someone in my family will died,"eat our food, clothes, books, bags",,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,13,2 post,yes,female,one,rats and mice,no,in the branches of a tree,1 - not like,no,none,2 - very afraid,1 - nothing,3 - chase the owl away,no,owl must eat a chicken my family need a chicken very much,,eat my clothes and eat our food,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,14,2 post,yes,female,three,rats and mice,yes,in the roof of a house,3 - like,yes,two,1 - not afraid,1 - nothing,1 - nothing,no,help us by eating rats and mice. I associate owls with security guards,eat to reduce rats and mice,"eat up our clothes, houses, furniture, shoes, tupperware",,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,15,2 post,yes,male,four,rats and mice,no,in the branches of a tree,1 - not like,no,two,2 - very afraid,3 - try and kill the owl,3 - chase the owl away,no,,nothing,eat cloths and food,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,16,2 post,yes,male,three,rats and mice,no,in the branches of a tree,1 - not like,no,two,2 - very afraid,1 - nothing,3 - chase the owl away,yes,like to kill the mouse because mouse is not good for cloth,nothing,"It will eat food, cloth, shoes",,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,17,2 post,yes,male,three,rats and mice,no,in the roof of a house,3 - like,yes,two,2 - very afraid,2 - run away,1 - nothing,yes,,nothing,eat food and shoes,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,18,2 post,yes,male,four,rats and mice,no,in a cavity in a tree,1 - not like,no,four,1 - not afraid,1 - nothing,1 - nothing,yes,help me kill rats,nothing,"eat food, cloting",,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,19,2 post,yes,male,two,rats and mice,yes,in the branches of a tree,3 - like,yes,two,2 - very afraid,1 - nothing,1 - nothing,yes,birds,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,20,2 post,yes,male,three,seeds and grains,no,in the branches of a tree,3 - like,no,none,1 - not afraid,1 - nothing,2 - run away,no,,,"eat cloths, shoes, food",,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,21,2 post,yes,female,four,grass,no,in the branches of a tree,1 - not like,no,four,1 - not afraid,1 - nothing,2 - run away,no,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,22,2 post,yes,female,three,rats and mice,no,in a cavity in a tree,2 - no feeling,no,two,1 - not afraid,2 - run away,4 - try and kill the owl,no,with witchcraft,,"eat cloths, food",,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,23,2 post,yes,female,three,rats and mice,no,in the branches of a tree,2 - no feeling,no,two,1 - not afraid,1 - nothing,1 - nothing,no,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,24,2 post,yes,female,three,rats and mice,no,in a cavity in a tree,1 - not like,no,none,1 - not afraid,1 - nothing,3 - chase the owl away,no,,,eat our food and clothes,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,25,2 post,yes,female,four,rats and mice,no,in the roof of a house,1 - not like,no,one,2 - very afraid,2 - run away,3 - chase the owl away,no,help us eating rats and mice,,"eat our cloths, food, book",,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,26,2 post,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,27,2 post,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,28,2 post,yes,male,three,rats and mice,yes,in the roof of a house,3 - like,yes,three,1 - not afraid,1 - nothing,1 - nothing,yes,help me to kill the rats,nothing because an owl cannot eat people,"eat clothes, food",,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,29,2 post,yes,male,one,rats and mice,no,in the branches of a tree,1 - not like,no,one,2 - very afraid,3 - try and kill the owl,3 - chase the owl away,no,witchcraft,something bad,"eat our food, cloth",,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,30,2 post,yes,male,two,rats and mice,no,in the branches of a tree,1 - not like,no,two,2 - very afraid,3 - try and kill the owl,4 - try and kill the owl,no,a bird,,"eat our food, clothes",,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,31,2 post,yes,female,three,rats and mice,no,in a cavity in a tree,1 - not like,yes,two,2 - very afraid,2 - run away,,yes,"Its help me kill the rats. Its beautiful animal, I love them",,"eat food, clothes, baby, door, everything",,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,32,2 post,yes,female,two,rats and mice,no,in the branches of a tree,3 - like,no,two,1 - not afraid,1 - nothing,3 - chase the owl away,no,"for help, friendly, nice, fun, kill rats and mice","make noise, kill rats and mice, going to be less rats and mice","rats and mice eat our clothes, blankets, food, furniture, papers",,,,,,,,,,,,,,,,,,,,,,
Tshinavhe Secondary School,Vyeboom,11 and 12,1,1 prior,not applicable,female,none,rats and mice,no,in the branches of a tree,1 - not like,no,two,2 - very afraid,2 - run away,2 - run away,no,,,,,negative,,,,,,,,negative,,,,,,,,damage cloths,,,,
Tshinavhe Secondary School,Vyeboom,11 and 12,2,1 prior,not applicable,female,one,rats and mice,no,in the branches of a tree,1 - not like,no,one,2 - very afraid,2 - run away,2 - run away,no,,,,,,,,,,nocturnal bird,,,,,,,curse,funeral coming,,,damage cloths,,,damage our house,
Tshinavhe Secondary School,Vyeboom,11 and 12,3,1 prior,not applicable,male,two,rats and mice,no,in the branches of a tree,2 - no feeling,no,none,2 - very afraid,1 - nothing,1 - nothing,no,,,,,,,,,,nocturnal bird,can only see at night,coward bird,,,,,curse,funeral coming,something bad is going to happen,,damage cloths,,eat our food,damage our house,
Tshinavhe Secondary School,Vyeboom,11 and 12,4,1 prior,not applicable,male,three,rats and mice,no,in the branches of a tree,2 - no feeling,no,none,2 - very afraid,2 - run away,3 - chase the owl away,no,,,,,,,,,,nocturnal bird,can only see at night,coward bird,,,,,curse,funeral coming,,,damage cloths,,eat our food,damage our house,
Tshinavhe Secondary School,Vyeboom,11 and 12,5,1 prior,not applicable,,three,rats and mice,no,in the branches of a tree,1 - not like,no,two,3 - terrified,3 - try and kill the owl,3 - chase the owl away,no,,,,,,,,,,nocturnal bird,can only see at night,coward bird,,,,,curse,funeral coming,something bad is going to happen,,damage cloths,,eat our food,damage our house,
Tshinavhe Secondary School,Vyeboom,11 and 12,6,1 prior,not applicable,male,four,rats and mice,yes,in the roof of a house,3 - like,yes,two,1 - not afraid,1 - nothing,3 - chase the owl away,yes,,,,,,,,,witchacraft,,,,,,,,,funeral coming,something bad is going to happen,,damage cloths,damages furniture,,,
Tshinavhe Secondary School,Vyeboom,11 and 12,7,1 prior,not applicable,male,three,rats and mice,no,in the branches of a tree,1 - not like,no,four,3 - terrified,2 - run away,3 - chase the owl away,no,,,,,,bird,eagle,,,nocturnal bird,,,,,,eat rats and mice,,,,,damage cloths,,eat our food,,
Tshinavhe Secondary School,Vyeboom,11 and 12,8,1 prior,not applicable,male,four,rats and mice,yes,in a cavity in a tree,3 - like,yes,four,1 - not afraid,1 - nothing,1 - nothing,yes,,,,,,bird,eagle,,,,,,,,,eat rats and mice,,,,,,,,,"make a noise at night, keep people awake"
Tshinavhe Secondary School,Vyeboom,11 and 12,9,1 prior,not applicable,male,two,rats and mice,no,in a cavity in a tree,1 - not like,no,two,3 - terrified,1 - nothing,3 - chase the owl away,no,,,,,,,eagle,predator,,,,,,,hear the owl,,,funeral coming,,,damage cloths,damages furniture,eat our food,,
Tshinavhe Secondary School,Vyeboom,11 and 12,10,1 prior,not applicable,male,four,seeds and grains,no,in the roof of a house,2 - no feeling,no,four,2 - very afraid,1 - nothing,1 - nothing,no,,,,,,,,,witchacraft,,,,,nothing,,,,,,,,,,,
Tshinavhe Secondary School,Vyeboom,11 and 12,11,1 prior,not applicable,male,three,rats and mice,,in a cavity in a tree,1 - not like,no,one,1 - not afraid,3 - try and kill the owl,3 - chase the owl away,no,,,,,,bird,eagle,,,,,,,,,,,funeral coming,,,damage cloths,,,,
Tshinavhe Secondary School,Vyeboom,11 and 12,12,1 prior,not applicable,female,four,seeds and grains,no,in the roof of a house,2 - no feeling,no,four,2 - very afraid,2 - run away,3 - chase the owl away,no,,,,,,,,,witchacraft,,,,,,,,,,,,,,,,
Tshinavhe Secondary School,Vyeboom,11 and 12,13,1 prior,not applicable,male,three,rats and mice,no,in a cavity in a tree,2 - no feeling,no,three,,3 - try and kill the owl,4 - try and kill the owl,no,,,,,negative,,,,,,,,,,,,,,,no problem,,,,,
Tshinavhe Secondary School,Vyeboom,11 and 12,14,1 prior,not applicable,male,two,rats and mice,no,in a cavity in a tree,2 - no feeling,no,two,1 - not afraid,1 - nothing,3 - chase the owl away,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Tshinavhe Secondary School,Vyeboom,11 and 12,15,1 prior,not applicable,male,two,rats and mice,no,in a cavity in a tree,2 - no feeling,no,two,2 - very afraid,2 - run away,4 - try and kill the owl,no,,,,,,,,,,,,,,,,,,,,,,,,,
Tshinavhe Secondary School,Vyeboom,11 and 12,16,1 prior,not applicable,male,two,rats and mice,no,in a cavity in a tree,2 - no feeling,no,two,2 - very afraid,2 - run away,3 - chase the owl away,no,,,,,negative,,,,,,,,,,,,,,,,,,,,
Tshinavhe Secondary School,Vyeboom,11 and 12,17,1 prior,not applicable,male,four,rats and mice,no,on the ground,2 - no feeling,yes,four,,3 - try and kill the owl,4 - try and kill the owl,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Tshinavhe Secondary School,Vyeboom,11 and 12,18,1 prior,not applicable,male,four,rats and mice,no,in the roof of a house,1 - not like,no,four,2 - very afraid,2 - run away,4 - try and kill the owl,yes,,,,,,,,,,,,,,,,,curse,,something bad is going to happen,,,,,,
Tshinavhe Secondary School,Vyeboom,11 and 12,19,1 prior,not applicable,male,three,rats and mice,no,in a cavity in a tree,,no,none,3 - terrified,1 - nothing,1 - nothing,no,,,,,,,,,,,,,,,,,,,,,,,,,
Tshinavhe Secondary School,Vyeboom,11 and 12,20,1 prior,not applicable,female,none,rats and mice,no,in the branches of a tree,1 - not like,no,three,2 - very afraid,2 - run away,2 - run away,no,,,,,,bird,,,,,,,,,,,,,something bad is going to happen,,,,eat our food,,
Tshinavhe Secondary School,Vyeboom,11 and 12,21,1 prior,not applicable,male,one,rats and mice,no,in the branches of a tree,1 - not like,no,one,2 - very afraid,2 - run away,4 - try and kill the owl,no,Owls is the things that walk at the night,,,,,,,,,,,,,,,,,,,,,,,,
Tshinavhe Secondary School,Vyeboom,11 and 12,22,1 prior,not applicable,female,one,rats and mice,no,,2 - no feeling,no,one,1 - not afraid,1 - nothing,1 - nothing,no,with birds,To build the house under the roof,To eat clothes and person,,,,,,,,,,,,,,,,,,,,,,
Tshinavhe Secondary School,Vyeboom,11 and 12,23,1 prior,not applicable,male,one,rats and mice,no,in a cavity in a tree,1 - not like,no,two,2 - very afraid,1 - nothing,1 - nothing,yes,with birds,build the nest,dig hole,,,,,,,,,,,,,,,,,,,,,,
Tshinavhe Secondary School,Vyeboom,11 and 12,24,1 prior,not applicable,female,one,rats and mice,no,,2 - no feeling,no,one,1 - not afraid,1 - nothing,1 - nothing,no,,,,,,,,,,,,,,,,,,,,,,,,,
Tshinavhe Secondary School,Vyeboom,11 and 12,25,1 prior,not applicable,male,none,rats and mice,no,in a cavity in a tree,2 - no feeling,no,three,2 - very afraid,1 - nothing,1 - nothing,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Tshinavhe Secondary School,Vyeboom,11 and 12,26,1 prior,not applicable,male,none,rats and mice,yes,in a cavity in a tree,3 - like,yes,two,3 - terrified,1 - nothing,1 - nothing,yes,birds,build nest,eat clothes,,,,,,,,,,,,,,,,,,,,,,
Tshinavhe Secondary School,Vyeboom,11 and 12,27,1 prior,not applicable,male,two,rats and mice,no,in a cavity in a tree,2 - no feeling,no,three,1 - not afraid,3 - try and kill the owl,4 - try and kill the owl,no,as birds,someone will die,they will eat our clothes and food,,,,,,,,,,,,,,,,,,,,,,
Tshinavhe Secondary School,Vyeboom,11 and 12,28,1 prior,not applicable,male,four,rats and mice,yes,on the ground,3 - like,no,none,3 - terrified,1 - nothing,1 - nothing,no,when I see owls I feel like shocked birds,we feel like afraid and shock,they eat our food and clothing,,,,,,,,,,,,,,,,,,,,,,
Tshinavhe Secondary School,Vyeboom,11 and 12,29,1 prior,not applicable,male,four,rats and mice,yes,on the ground,1 - not like,no,four,2 - very afraid,2 - run away,1 - nothing,no,when I see owl I feel like a shock,I feel like afraid and shock,they eat our food and clothing,,,,,,,,,,,,,,,,,,,,,,
Tshinavhe Secondary School,Vyeboom,11 and 12,30,1 prior,not applicable,male,four,rats and mice,yes,on the ground,1 - not like,no,tree,2 - very afraid,2 - run away,1 - nothing,no,when I see owls I feel like shocked birds,we feel like afraid and shock,they eat our food and clothing,,,,,,,,,,,,,,,,,,,,,,
Tshinavhe Secondary School,Vyeboom,11 and 12,31,1 prior,not applicable,male,two,rats and mice,yes,in the roof of a house,3 - like,yes,two,1 - not afraid,1 - nothing,3 - chase the owl away,yes,kill them. Chasing the owls away from my home. Run away because am afraid when I see owls,the going to kill all rats and mice e.g mouse. The male house clean no rats and mice,they eat funthings . Sometime they cause dease  when some of them a dead during a smell un,,,,,,,,,,,,,,,,,,,,,,
Tshinavhe Secondary School,Vyeboom,11 and 12,32,1 prior,not applicable,female,four,rats and mice,no,in the roof of a house,1 - not like,no,four,3 - terrified,2 - run away,3 - chase the owl away,no,witchcraft,it ressembles death or tragedy or bad things are about to happen.,damaging. Damages the furniture and clothes by creating holes for their nests,,,,,,,,,,,,,,,,,,,,,,
Tshinavhe Secondary School,Vyeboom,11 and 12,33,1 prior,not applicable,male,three,insects,yes,in the roof of a house,2 - no feeling,yes,two,2 - very afraid,2 - run away,1 - nothing,yes,witchcraft,eat insects,,,,,,,,,,,,,,,,,,,,,,,
Tshinavhe Secondary School,Vyeboom,11 and 12,34,1 prior,not applicable,male,none,rats and mice,yes,in the branches of a tree,3 - like,yes,none,1 - not afraid,1 - nothing,1 - nothing,no,birds,it will make its sound,they eat our food and clothing,,,,,,,,,,,,,,,,,,,,,,
Tshinavhe Secondary School,Vyeboom,11 and 12,35,1 prior,not applicable,male,four,rats and mice,no,in a cavity in a tree,1 - not like,no,four,2 - very afraid,3 - try and kill the owl,1 - nothing,no,with a witchcraft,there is a witch who want to witches us. Something bad is going to happen,they eat clothes,,,,,,,,,,,,,,,,,,,,,,
Tshinavhe Secondary School,Vyeboom,11 and 12,36,1 prior,not applicable,male,four,rats and mice,yes,in the roof of a house,2 - no feeling,no,four,2 - very afraid,3 - try and kill the owl,1 - nothing,no,I associcate witchcraft gwitha,I belive that something bad will happen. I belive that is for witchcraft ,,,,,,,,,,,,,,,,,,,,,,,
Tshinavhe Secondary School,Vyeboom,11 and 12,37,1 prior,not applicable,female,none,rats and mice,no,in a cavity in a tree,1 - not like,no,none,2 - very afraid,1 - nothing,1 - nothing,no,witchcraft,maybe a witchcraft is going to witchcraft me. Maybe something bad is going to be done to me,go immediately to the hospital . They eat clothes and food,,,,,,,,,,,,,,,,,,,,,,
Tshinavhe Secondary School,Vyeboom,11 and 12,38,1 prior,not applicable,female,none,rats and mice,no,in a cavity in a tree,2 - no feeling,no,none,2 - very afraid,1 - nothing,1 - nothing,no,with witchcraft ,maybe a witchcraft is going to witch me. Maybe something load is going to be clone to me,go immediately to the hospital . They eat clothes and food,,,,,,,,,,,,,,,,,,,,,,
Tshinavhe Secondary School,Vyeboom,11 and 12,39,1 prior,not applicable,female,none,rats and mice,no,in the roof of a house,3 - like,no,none,2 - very afraid,1 - nothing,1 - nothing,no,witchcraft,maybe a witchcraft is going to witch me. Maybe something load is going to be clone to me,to immediately to the clinic they eat cloths and food,,,,,,,,,,,,,,,,,,,,,,
Tshinavhe Secondary School,Vyeboom,11 and 12,40,1 prior,not applicable,male,one,rats and mice,no,in a cavity in a tree,1 - not like,no,one,2 - very afraid,2 - run away,3 - chase the owl away,yes,owls associated with birds,they came as a witchcraft,is eating the clothes and destroy the house,,,,,,,,,,,,,,,,,,,,,,
Tshinavhe Secondary School,Vyeboom,11 and 12,41,1 prior,not applicable,male,none,rats and mice,no,in the branches of a tree,1 - not like,no,none,2 - very afraid,1 - nothing,1 - nothing,no,birds,it will makes its load . We feel like afraid and not feel good,they eat our food and clothing,,,,,,,,,,,,,,,,,,,,,,
Tshinavhe Secondary School,Vyeboom,11 and 12,42,1 prior,not applicable,male,none,insects,no,in a cavity in a tree,2 - no feeling,no,one,2 - very afraid,1 - nothing,3 - chase the owl away,yes,"I associate it with bad people , evil people",I believe that bad things it will or is going to happen to me cause I believe that owl works witch people ,it causes rubbish,,,,,,,,,,,,,,,,,,,,,,
Tshinavhe Secondary School,Vyeboom,11 and 12,43,1 prior,not applicable,male,one,rats and mice,no,in the roof of a house,1 - not like,no,one,2 - very afraid,1 - nothing,3 - chase the owl away,no,associate with the witch craft ,to eat the insects lack rats and mice,to wake up night,,,,,,,,,,,,,,,,,,,,,,
Tshinavhe Secondary School,Vyeboom,11 and 12,44,1 prior,not applicable,male,four,rats and mice,yes,in a roof of a house,2 - no feeling,yes,four,1 - not afraid,3 - try and kill the owl,4 - try and kill the owl,no,as birds,someone will die,yes that is the problem of mind . They eat modzodza,,,,,,,,,,,,,,,,,,,,,,
Tshinavhe Secondary School,Vyeboom,11 and 12,45,1 prior,not applicable,male,four,grass. Rats and mice seeds and grains,yes,in a cavity in a tree,3 - like,yes,four,1 - not afraid,1 - nothing,1 - nothing,no,it will love plawine  with a have owls,they will be hunting food,they eat clothes,,,,,,,,,,,,,,,,,,,,,,
Tshinavhe Secondary School,Vyeboom,11 and 12,46,1 prior,not applicable,male,none,,no,in the roof of a house,2 - no feeling,no,none,1 - not afraid,3 - try and kill the owl,4 - try and kill the owl,no,I associate it with an animal,it will make noise,it destroy furniture and our food,,,,,,,,,,,,,,,,,,,,,,
